idade,tempo_de_emprego,tipo_moradia,tipo_moradia_id,objetivo_emprestimo,objetivo_emprestimo_id,montante_emprestimo,taxa_juros,renda_por_ano,porc_empr_renda_anual,class_risco_historico,class_risco_historico_id,inadimplencia_hist,qtd_anos_primeiro_emprestimo,risco_emprestimo
21,0.0,alugada,0,educacao,1,1500,10.37,36000,0.04,B,1,0,4,0
24,0.0,alugada,0,reformar_casa,3,1500,15.99,30996,0.05,D,3,1,2,1
22,2.0,alugada,0,educacao,1,1500,13.22,38000,0.04,C,2,1,2,0
23,7.0,hipoteca,1,consolidacao_debito,0,9500,15.62,28000,0.34,D,3,0,2,1
23,5.0,hipoteca,1,saude,5,2500,5.99,28000,0.09,A,0,0,2,0
23,4.0,alugada,0,risco,4,1500,8.32,38000,0.04,A,0,0,3,0
23,6.0,propria,3,risco,4,7000,9.99,28000,0.25,B,1,0,4,0
24,8.0,alugada,0,saude,5,1500,15.62,39000,0.04,D,3,1,3,0
25,8.0,alugada,0,saude,5,1500,16.82,33996,0.04,E,4,0,4,1
23,7.0,alugada,0,risco,4,1500,13.99,40000,0.04,C,2,1,2,0
21,2.0,hipoteca,1,educacao,1,1000,12.99,28000,0.04,C,2,1,4,0
22,6.0,hipoteca,1,pessoal,2,10000,10.99,28000,0.36,B,1,0,3,0
24,3.0,alugada,0,consolidacao_debito,0,1500,8.94,34000,0.04,A,0,0,2,1
21,5.0,alugada,0,educacao,1,1500,12.18,40000,0.04,B,1,0,4,0
23,0.0,alugada,0,risco,4,1500,11.78,40000,0.04,C,2,0,2,0
22,3.0,alugada,0,consolidacao_debito,0,1500,12.23,34980,0.04,C,2,1,4,1
26,8.0,hipoteca,1,pessoal,2,4500,11.024070809144439,28000,0.16,A,0,0,2,1
23,2.0,hipoteca,1,risco,4,8400,10.99,28000,0.3,B,1,0,2,0
21,5.0,alugada,0,educacao,1,1500,11.024070809144439,41004,0.04,B,1,0,3,0
21,5.0,alugada,0,educacao,1,1500,5.79,42000,0.04,A,0,0,3,0
22,0.0,alugada,0,educacao,1,1500,13.16,36000,0.04,C,2,1,4,1
23,3.0,alugada,0,consolidacao_debito,0,1500,10.71,42000,0.04,B,1,0,2,0
25,3.0,alugada,0,educacao,1,1500,7.49,42769,0.04,A,0,0,3,0
23,5.0,hipoteca,1,educacao,1,4000,6.92,28000,0.14,A,0,0,4,0
23,0.0,alugada,0,educacao,1,1500,11.63,44400,0.03,B,1,0,2,0
22,5.0,hipoteca,1,educacao,1,8500,6.17,28000,0.3,A,0,0,2,0
24,3.0,alugada,0,educacao,1,1500,8.49,39000,0.04,A,0,0,3,1
23,4.0,hipoteca,1,reformar_casa,3,5225,14.84,28000,0.19,D,3,0,2,1
23,0.0,alugada,0,educacao,1,1500,7.51,45000,0.03,A,0,0,4,0
26,3.0,alugada,0,risco,4,1500,10.25,45000,0.03,B,1,0,3,0
25,2.0,alugada,0,saude,5,1500,10.36,48000,0.03,B,1,0,3,0
26,1.0,alugada,0,risco,4,1500,14.61,42000,0.04,D,3,1,3,1
22,0.0,alugada,0,saude,5,1500,17.19,42500,0.04,E,4,1,4,1
24,2.0,alugada,0,saude,5,1500,14.35,48720,0.03,C,2,1,2,0
24,1.0,alugada,0,consolidacao_debito,0,1500,14.26,50000,0.03,C,2,0,2,0
24,8.0,alugada,0,consolidacao_debito,0,1500,11.024070809144439,50400,0.03,A,0,0,4,0
25,0.0,alugada,0,saude,5,1500,11.89,50500,0.03,B,1,0,3,0
26,10.0,alugada,0,risco,4,1500,13.85,51996,0.03,C,2,1,4,0
25,4.0,propria,3,risco,4,12200,12.53,28000,0.44,B,1,0,4,0
22,1.0,hipoteca,1,consolidacao_debito,0,10750,11.14,28000,0.38,B,1,0,2,0
21,5.0,alugada,0,educacao,1,1500,11.99,52000,0.03,B,1,0,3,0
24,8.0,alugada,0,saude,5,1500,14.17,54000,0.03,C,2,1,2,0
25,3.0,hipoteca,1,educacao,1,5000,8.0,28000,0.18,A,0,0,2,0
26,5.0,propria,3,pessoal,2,4000,15.37,28000,0.14,D,3,0,3,0
23,7.0,alugada,0,pessoal,2,1500,9.62,54000,0.03,B,1,0,3,0
25,9.0,hipoteca,1,saude,5,4000,7.68,28000,0.14,A,0,0,2,0
26,1.0,alugada,0,reformar_casa,3,1500,13.98,54000,0.03,C,2,1,4,0
24,0.0,outro,2,educacao,1,9000,10.83,28000,0.32,B,1,0,3,1
26,1.0,alugada,0,saude,5,1500,12.84,55400,0.03,C,2,0,4,0
25,9.0,alugada,0,reformar_casa,3,1500,11.024070809144439,57000,0.03,C,2,0,3,0
21,0.0,alugada,0,reformar_casa,3,1500,15.58,51000,0.03,D,3,1,4,1
22,2.0,alugada,0,saude,5,1500,11.36,57160,0.03,B,1,0,3,0
24,2.0,alugada,0,consolidacao_debito,0,1500,10.75,57996,0.03,B,1,0,4,0
22,6.0,alugada,0,educacao,1,1500,5.42,58000,0.03,A,0,0,2,0
22,6.0,alugada,0,saude,5,1500,13.57,60000,0.03,C,2,1,2,0
25,0.0,alugada,0,consolidacao_debito,0,1500,12.42,63000,0.02,B,1,0,4,0
22,6.0,alugada,0,educacao,1,1500,6.99,71000,0.02,A,0,0,3,0
24,2.0,alugada,0,pessoal,2,1500,14.42,69764,0.02,D,3,1,4,1
25,3.0,propria,3,saude,5,1000,9.63,28176,0.04,B,1,0,4,0
26,4.0,alugada,0,pessoal,2,1500,11.024070809144439,96000,0.02,D,3,1,2,0
23,4.0,alugada,0,saude,5,1500,11.024070809144439,155004,0.01,C,2,0,3,0
21,3.0,alugada,0,educacao,1,1600,10.59,12000,0.13,B,1,0,2,1
24,0.0,alugada,0,pessoal,2,1600,18.25,14400,0.11,D,3,0,3,1
24,4.0,alugada,0,saude,5,1600,7.51,15120,0.11,A,0,0,3,0
21,0.0,alugada,0,educacao,1,1600,12.69,15360,0.1,B,1,0,2,0
22,6.0,alugada,0,pessoal,2,1600,11.024070809144439,21600,0.07,D,3,1,4,0
24,4.0,propria,3,risco,4,3500,14.59,28500,0.12,D,3,0,3,0
23,0.0,alugada,0,pessoal,2,1600,13.06,22800,0.07,C,2,0,2,0
22,7.0,alugada,0,educacao,1,1675,7.74,20000,0.08,A,0,0,3,0
21,0.0,propria,3,educacao,1,4800,12.87,28500,0.17,C,2,0,3,0
22,1.0,hipoteca,1,consolidacao_debito,0,8500,7.68,28500,0.3,A,0,0,4,0
23,3.0,alugada,0,saude,5,1675,11.11,24960,0.07,B,1,0,3,0
23,1.0,alugada,0,pessoal,2,1675,15.21,28800,0.06,D,3,1,2,1
23,0.0,alugada,0,pessoal,2,1675,6.54,46300,0.04,A,0,0,3,0
24,0.0,alugada,0,reformar_casa,3,1675,6.54,60000,0.03,A,0,0,4,0
21,3.0,hipoteca,1,pessoal,2,2000,7.29,28596,0.07,A,0,0,4,0
23,0.0,alugada,0,pessoal,2,1700,11.11,17688,0.1,B,1,0,3,0
23,2.0,alugada,0,consolidacao_debito,0,1700,9.99,18600,0.09,B,1,0,3,0
23,2.0,hipoteca,1,educacao,1,10000,10.75,28644,0.35,B,1,0,2,0
23,2.0,alugada,0,consolidacao_debito,0,1700,14.72,45000,0.04,C,2,0,2,0
21,5.0,hipoteca,1,educacao,1,3000,10.75,28692,0.1,B,1,0,2,0
21,0.0,alugada,0,educacao,1,1750,8.94,9600,0.18,A,0,0,2,1
26,8.0,propria,3,educacao,1,6000,8.9,28800,0.21,A,0,0,3,0
26,5.0,alugada,0,risco,4,1750,9.99,9840,0.18,B,1,0,4,1
22,6.0,propria,3,educacao,1,8875,8.9,28800,0.31,A,0,0,3,0
23,1.0,alugada,0,consolidacao_debito,0,1750,15.05,10000,0.17,D,3,1,3,1
26,2.0,hipoteca,1,risco,4,5150,6.62,28800,0.18,A,0,0,2,0
23,0.0,alugada,0,risco,4,1750,10.95,17000,0.1,B,1,0,3,0
26,2.0,alugada,0,saude,5,1750,11.024070809144439,22000,0.08,B,1,0,3,0
23,3.0,alugada,0,pessoal,2,1750,15.7,22800,0.08,D,3,1,2,1
26,2.0,alugada,0,reformar_casa,3,1750,6.54,96000,0.02,A,0,0,2,0
23,5.0,alugada,0,educacao,1,1775,6.99,22800,0.08,A,0,0,4,0
21,0.0,alugada,0,educacao,1,1775,6.54,40000,0.04,A,0,0,3,0
23,0.0,alugada,0,educacao,1,1775,12.72,45000,0.04,C,2,1,2,0
24,8.0,hipoteca,1,reformar_casa,3,1400,8.9,28800,0.05,A,0,0,3,1
24,3.0,alugada,0,consolidacao_debito,0,1800,6.92,14400,0.13,A,0,0,3,0
23,6.0,hipoteca,1,saude,5,5000,11.99,28800,0.17,B,1,0,3,0
24,6.0,hipoteca,1,consolidacao_debito,0,6075,8.49,28800,0.21,A,0,0,2,0
24,1.0,hipoteca,1,pessoal,2,3500,9.99,28800,0.12,B,1,0,4,0
21,5.0,alugada,0,pessoal,2,1800,6.62,18000,0.1,A,0,0,3,0
26,1.0,alugada,0,risco,4,1800,13.8,18000,0.1,C,2,1,3,0
22,1.0,alugada,0,saude,5,1800,12.18,18000,0.1,B,1,0,3,1
22,0.0,hipoteca,1,risco,4,11500,11.024070809144439,28800,0.4,B,1,0,3,0
22,2.0,hipoteca,1,saude,5,10000,7.49,28800,0.35,A,0,0,2,0
24,2.0,alugada,0,saude,5,1800,10.65,21000,0.09,B,1,0,2,0
21,0.0,hipoteca,1,consolidacao_debito,0,5000,7.49,28800,0.17,A,0,0,3,0
22,2.0,propria,3,consolidacao_debito,0,10000,16.49,28800,0.35,D,3,0,4,0
23,0.0,hipoteca,1,saude,5,6000,7.49,28800,0.21,A,0,0,2,0
24,0.0,alugada,0,saude,5,1800,11.26,24000,0.07,B,1,0,2,0
23,2.0,alugada,0,saude,5,1800,12.69,25000,0.07,B,1,0,3,1
22,2.0,propria,3,pessoal,2,2000,11.024070809144439,28800,0.07,A,0,0,2,0
25,0.0,alugada,0,saude,5,1800,12.53,28000,0.06,B,1,0,3,0
22,4.0,alugada,0,risco,4,1800,16.49,45000,0.04,D,3,0,4,0
25,2.0,alugada,0,consolidacao_debito,0,1800,12.61,45000,0.04,C,2,1,4,0
23,2.0,propria,3,pessoal,2,3000,11.11,28800,0.1,B,1,0,4,0
23,7.0,hipoteca,1,consolidacao_debito,0,8400,9.63,28800,0.29,B,1,0,3,0
26,5.0,alugada,0,saude,5,1800,14.11,45000,0.04,D,3,1,2,0
24,8.0,propria,3,risco,4,6000,10.74,28800,0.21,B,1,0,2,0
22,6.0,alugada,0,risco,4,1800,15.21,45336,0.04,D,3,0,3,0
23,4.0,alugada,0,pessoal,2,1800,11.49,48000,0.04,B,1,0,4,0
21,1.0,alugada,0,consolidacao_debito,0,1800,13.35,48000,0.04,C,2,1,2,0
23,7.0,alugada,0,risco,4,1800,16.02,50960,0.04,D,3,0,2,0
21,2.0,hipoteca,1,pessoal,2,5500,13.23,28800,0.19,C,2,1,2,0
22,0.0,alugada,0,consolidacao_debito,0,1800,14.27,57000,0.03,C,2,0,3,0
22,3.0,alugada,0,pessoal,2,1800,12.18,58000,0.03,B,1,0,2,0
22,6.0,alugada,0,educacao,1,1800,11.12,71004,0.03,B,1,0,4,0
22,1.0,alugada,0,risco,4,1800,11.41,73000,0.02,C,2,0,3,0
26,1.0,alugada,0,risco,4,1800,9.25,75000,0.02,B,1,0,2,0
24,5.0,alugada,0,reformar_casa,3,1800,8.94,75000,0.02,A,0,0,4,0
24,5.0,hipoteca,1,consolidacao_debito,0,5500,11.024070809144439,28800,0.19,C,2,1,3,0
21,2.0,alugada,0,risco,4,1825,15.62,14400,0.13,D,3,0,2,1
25,0.0,alugada,0,pessoal,2,1825,12.68,19200,0.1,C,2,1,2,0
25,9.0,hipoteca,1,reformar_casa,3,6250,10.25,28800,0.22,B,1,0,2,0
24,4.0,alugada,0,educacao,1,1850,7.12,35000,0.05,A,0,0,2,0
21,2.0,alugada,0,consolidacao_debito,0,1875,6.99,13200,0.14,A,0,0,3,0
24,1.0,alugada,0,educacao,1,1875,13.49,14400,0.13,C,2,1,2,0
26,7.0,alugada,0,consolidacao_debito,0,1900,11.024070809144439,19392,0.1,C,2,1,3,0
22,3.0,alugada,0,consolidacao_debito,0,1900,7.29,26500,0.07,A,0,0,3,1
24,5.0,alugada,0,saude,5,1900,13.49,32000,0.06,C,2,1,2,0
23,0.0,alugada,0,pessoal,2,1925,12.18,30000,0.06,B,1,0,2,0
25,4.0,alugada,0,educacao,1,1925,6.17,42000,0.05,A,0,0,4,0
23,0.0,alugada,0,consolidacao_debito,0,1950,10.37,16800,0.12,B,1,0,2,0
22,4.0,hipoteca,1,saude,5,2000,8.59,28880,0.07,A,0,0,3,0
24,3.0,alugada,0,saude,5,1950,13.11,31200,0.06,C,2,1,4,0
24,2.0,hipoteca,1,consolidacao_debito,0,5500,12.98,28900,0.19,C,2,1,2,0
24,4.0,hipoteca,1,pessoal,2,10000,11.024070809144439,28932,0.35,C,2,1,2,0
24,2.0,alugada,0,consolidacao_debito,0,2000,10.25,10000,0.2,B,1,0,2,1
23,0.0,hipoteca,1,educacao,1,10000,8.0,28989,0.34,A,0,0,2,0
23,0.0,alugada,0,educacao,1,2000,7.74,12000,0.17,A,0,0,4,1
25,2.0,alugada,0,reformar_casa,3,2000,11.89,12000,0.17,B,1,0,4,1
21,0.0,alugada,0,saude,5,2000,11.024070809144439,14000,0.14,A,0,0,4,0
23,5.0,hipoteca,1,consolidacao_debito,0,11500,7.9,29000,0.4,A,0,0,4,0
24,4.0,alugada,0,risco,4,2000,10.65,14400,0.14,B,1,0,4,0
26,1.0,alugada,0,pessoal,2,2000,17.49,14400,0.14,D,3,0,4,1
21,0.0,hipoteca,1,pessoal,2,4200,11.99,29000,0.14,B,1,0,3,0
26,4.0,alugada,0,pessoal,2,2000,10.37,14400,0.14,B,1,0,2,0
21,0.0,alugada,0,consolidacao_debito,0,2000,5.79,14400,0.14,A,0,0,2,0
26,10.0,hipoteca,1,reformar_casa,3,7200,8.49,29000,0.25,A,0,0,4,0
26,2.0,alugada,0,consolidacao_debito,0,2000,15.58,14400,0.14,D,3,0,4,1
25,0.0,alugada,0,saude,5,2000,7.88,15000,0.13,A,0,0,4,0
21,0.0,alugada,0,saude,5,2000,7.9,15600,0.13,A,0,0,2,0
24,0.0,alugada,0,pessoal,2,2000,15.05,15915,0.13,D,3,1,4,1
25,1.0,alugada,0,educacao,1,2000,13.48,15996,0.13,C,2,1,4,0
25,4.0,alugada,0,consolidacao_debito,0,2000,7.51,18000,0.11,A,0,0,4,1
23,2.0,alugada,0,educacao,1,2000,14.79,18000,0.11,C,2,0,3,0
21,1.0,alugada,0,educacao,1,2000,5.42,18000,0.11,A,0,0,3,0
26,2.0,alugada,0,educacao,1,2000,13.3,18000,0.11,D,3,0,2,1
22,3.0,alugada,0,risco,4,2000,14.22,19176,0.1,C,2,1,2,0
24,1.0,hipoteca,1,reformar_casa,3,20000,10.62,29000,0.69,B,1,0,3,0
24,2.0,alugada,0,saude,5,2000,13.49,19200,0.1,C,2,0,4,0
23,2.0,alugada,0,educacao,1,2000,10.59,19200,0.1,B,1,0,4,0
26,3.0,alugada,0,saude,5,2000,6.17,19200,0.1,A,0,0,4,0
22,5.0,alugada,0,consolidacao_debito,0,2000,7.49,19728,0.1,A,0,0,2,0
21,0.0,alugada,0,saude,5,2000,11.024070809144439,20000,0.1,A,0,0,3,0
26,2.0,alugada,0,educacao,1,2000,8.59,20004,0.1,A,0,0,3,1
23,2.0,hipoteca,1,saude,5,6000,11.99,29004,0.21,B,1,0,2,0
22,3.0,hipoteca,1,risco,4,5000,9.25,29004,0.17,B,1,0,4,0
22,6.0,hipoteca,1,educacao,1,2500,6.91,29004,0.09,A,0,0,3,0
22,0.0,alugada,0,educacao,1,2000,14.22,21000,0.1,C,2,1,3,0
23,1.0,propria,3,educacao,1,2000,13.16,29004,0.07,C,2,1,3,0
21,0.0,alugada,0,consolidacao_debito,0,2000,11.71,21600,0.09,B,1,0,2,1
22,1.0,alugada,0,consolidacao_debito,0,2000,16.89,21600,0.09,D,3,0,2,1
23,1.0,alugada,0,risco,4,2000,13.99,22000,0.09,C,2,0,2,0
22,0.0,alugada,0,risco,4,2000,7.29,22000,0.09,A,0,0,3,0
23,8.0,alugada,0,educacao,1,2000,10.39,22004,0.09,B,1,0,3,0
21,3.0,alugada,0,saude,5,2000,13.11,23040,0.09,C,2,1,2,0
22,4.0,alugada,0,reformar_casa,3,2000,11.89,23587,0.08,B,1,0,4,1
24,8.0,alugada,0,saude,5,2000,11.024070809144439,24000,0.08,B,1,0,3,0
25,4.0,alugada,0,saude,5,2000,16.59,24000,0.08,D,3,0,2,0
21,1.0,alugada,0,pessoal,2,2000,18.39,24000,0.08,E,4,1,3,1
23,0.0,propria,3,educacao,1,6400,8.94,29120,0.22,A,0,0,4,0
23,0.0,alugada,0,educacao,1,2000,12.61,24000,0.08,C,2,1,3,0
22,0.0,hipoteca,1,saude,5,8875,15.68,29124,0.3,E,4,1,3,1
25,0.0,alugada,0,pessoal,2,2000,10.38,24000,0.08,B,1,0,4,0
23,0.0,alugada,0,educacao,1,2000,14.35,24000,0.08,C,2,1,2,0
22,1.0,alugada,0,educacao,1,2000,13.11,24000,0.08,C,2,1,4,0
24,6.0,hipoteca,1,pessoal,2,2500,6.76,29200,0.09,A,0,0,2,0
24,1.0,hipoteca,1,pessoal,2,11000,11.71,29232,0.38,B,1,0,4,1
21,5.0,alugada,0,educacao,1,2000,11.14,24000,0.08,B,1,0,4,0
25,9.0,hipoteca,1,consolidacao_debito,0,10000,7.74,29328,0.34,A,0,0,3,0
24,1.0,alugada,0,reformar_casa,3,2000,14.61,24000,0.08,D,3,1,2,1
24,0.0,alugada,0,risco,4,2000,16.0,24000,0.08,E,4,1,2,1
22,0.0,alugada,0,educacao,1,2000,11.36,24432,0.08,B,1,0,4,0
24,6.0,alugada,0,pessoal,2,2000,6.62,25000,0.08,A,0,0,4,0
24,8.0,alugada,0,consolidacao_debito,0,2000,14.96,25200,0.08,D,3,1,4,1
21,6.0,alugada,0,educacao,1,2000,13.47,25500,0.08,C,2,0,2,0
22,2.0,propria,3,risco,4,6000,7.49,29553,0.2,A,0,0,4,0
25,7.0,alugada,0,saude,5,2000,12.99,26000,0.08,C,2,1,4,0
21,5.0,hipoteca,1,consolidacao_debito,0,5000,13.57,29664,0.17,C,2,1,4,1
23,1.0,outro,2,risco,4,3000,9.32,29666,0.1,A,0,0,3,0
23,1.0,alugada,0,consolidacao_debito,0,2000,13.61,26496,0.08,C,2,0,4,0
23,2.0,alugada,0,consolidacao_debito,0,2000,13.99,27600,0.07,C,2,0,3,1
22,3.0,alugada,0,saude,5,2000,8.49,28800,0.07,A,0,0,2,0
26,2.0,alugada,0,educacao,1,2000,11.71,30000,0.07,B,1,0,2,1
25,0.0,alugada,0,saude,5,2000,12.42,30000,0.07,B,1,0,2,0
21,5.0,alugada,0,educacao,1,2000,13.43,30000,0.07,C,2,0,4,0
23,1.0,hipoteca,1,consolidacao_debito,0,4750,14.46,29952,0.16,D,3,1,4,1
24,2.0,alugada,0,consolidacao_debito,0,2000,7.66,30000,0.07,A,0,0,3,0
24,5.0,alugada,0,saude,5,2000,21.27,30000,0.07,G,6,1,3,1
22,3.0,hipoteca,1,educacao,1,5400,12.84,29996,0.18,C,2,0,4,0
23,7.0,alugada,0,reformar_casa,3,15000,18.25,82000,0.18,D,3,1,2,1
22,6.0,alugada,0,saude,5,15000,16.77,70550,0.18,D,3,1,2,1
25,4.0,alugada,0,risco,4,15000,12.42,95000,0.16,B,1,0,2,0
23,6.0,alugada,0,educacao,1,15000,9.88,95000,0.16,B,1,0,4,0
23,7.0,alugada,0,risco,4,15000,15.05,95000,0.16,D,3,1,2,0
25,9.0,hipoteca,1,risco,4,5000,6.03,30000,0.17,A,0,0,3,0
25,4.0,hipoteca,1,consolidacao_debito,0,6500,14.27,30000,0.22,C,2,0,3,0
22,3.0,propria,3,educacao,1,8000,13.49,30000,0.27,C,2,0,2,0
23,7.0,alugada,0,consolidacao_debito,0,15000,8.49,83600,0.18,A,0,0,2,1
25,2.0,alugada,0,educacao,1,15000,8.88,96000,0.16,B,1,0,2,0
26,7.0,alugada,0,consolidacao_debito,0,15000,16.0,84000,0.18,D,3,1,3,1
25,5.0,alugada,0,saude,5,15000,11.58,96000,0.16,B,1,0,4,0
25,9.0,alugada,0,educacao,1,15000,7.49,97440,0.15,A,0,0,4,0
23,7.0,alugada,0,pessoal,2,15000,6.99,99000,0.15,A,0,0,4,0
26,5.0,alugada,0,risco,4,15000,13.49,100000,0.15,C,2,1,4,0
21,0.0,hipoteca,1,saude,5,7125,7.51,30000,0.24,A,0,0,4,1
24,4.0,alugada,0,saude,5,15000,7.49,100000,0.15,A,0,0,2,0
26,5.0,alugada,0,educacao,1,15000,6.99,100000,0.15,A,0,0,2,0
24,2.0,alugada,0,reformar_casa,3,15000,9.99,88000,0.17,B,1,0,4,1
25,5.0,hipoteca,1,educacao,1,3600,12.42,30000,0.12,B,1,0,4,0
26,0.0,alugada,0,consolidacao_debito,0,15000,14.26,100000,0.15,C,2,1,2,0
24,1.0,alugada,0,risco,4,15000,11.89,100000,0.15,B,1,0,2,0
24,7.0,alugada,0,reformar_casa,3,15000,14.42,100896,0.15,D,3,0,2,0
24,8.0,alugada,0,reformar_casa,3,15000,14.22,102000,0.15,C,2,0,4,0
23,1.0,propria,3,pessoal,2,5000,6.62,30000,0.17,A,0,0,2,0
24,8.0,alugada,0,consolidacao_debito,0,15000,10.95,105000,0.14,B,1,0,3,0
23,5.0,alugada,0,risco,4,15000,15.95,105504,0.14,E,4,1,3,0
21,0.0,hipoteca,1,educacao,1,2400,11.71,30000,0.08,B,1,0,3,0
25,4.0,alugada,0,educacao,1,15000,9.63,108820,0.14,B,1,0,3,0
24,3.0,alugada,0,educacao,1,15000,10.65,109000,0.14,B,1,0,3,0
23,7.0,alugada,0,educacao,1,15000,12.18,110000,0.14,B,1,0,2,0
24,2.0,alugada,0,consolidacao_debito,0,15000,14.93,98000,0.15,E,4,0,2,1
22,1.0,alugada,0,risco,4,15000,10.62,111000,0.14,B,1,0,3,0
24,1.0,alugada,0,pessoal,2,15000,12.68,118300,0.13,C,2,0,4,0
25,2.0,alugada,0,pessoal,2,15000,7.51,120000,0.13,A,0,0,2,0
24,5.0,alugada,0,saude,5,15000,11.024070809144439,120000,0.13,A,0,0,3,0
23,7.0,alugada,0,saude,5,15000,11.024070809144439,121000,0.12,B,1,0,2,0
24,4.0,alugada,0,educacao,1,15000,11.58,122000,0.12,B,1,0,3,0
25,0.0,alugada,0,risco,4,15000,11.024070809144439,125000,0.12,A,0,0,3,0
23,7.0,hipoteca,1,saude,5,4600,7.9,30000,0.15,A,0,0,3,0
25,2.0,hipoteca,1,risco,4,8000,10.65,30000,0.27,B,1,0,4,0
23,7.0,alugada,0,educacao,1,15000,12.99,125000,0.12,C,2,0,4,0
26,1.0,alugada,0,educacao,1,15000,17.58,118000,0.13,D,3,0,4,1
24,8.0,alugada,0,pessoal,2,15000,15.37,123000,0.12,D,3,0,4,1
22,4.0,alugada,0,risco,4,15000,14.17,140000,0.11,C,2,1,3,0
22,3.0,hipoteca,1,reformar_casa,3,10000,13.49,30000,0.33,C,2,0,2,1
23,3.0,hipoteca,1,saude,5,3800,18.64,30000,0.13,E,4,0,2,1
21,0.0,hipoteca,1,risco,4,15000,7.51,30000,0.5,A,0,0,4,0
26,2.0,alugada,0,consolidacao_debito,0,15000,12.42,156000,0.1,B,1,0,4,0
24,0.0,alugada,0,consolidacao_debito,0,15000,16.82,148000,0.1,E,4,0,3,1
26,10.0,hipoteca,1,risco,4,6500,6.62,30000,0.22,A,0,0,3,0
25,3.0,alugada,0,educacao,1,14950,6.62,165000,0.09,A,0,0,3,0
22,1.0,alugada,0,educacao,1,14900,15.37,33996,0.44,D,3,1,2,1
24,4.0,alugada,0,pessoal,2,14900,11.83,55000,0.27,B,1,0,3,0
22,2.0,alugada,0,saude,5,14900,13.57,58900,0.25,C,2,0,3,0
21,5.0,hipoteca,1,pessoal,2,7600,6.03,30000,0.25,A,0,0,4,0
25,8.0,alugada,0,consolidacao_debito,0,14850,8.9,31500,0.47,A,0,0,4,1
25,6.0,alugada,0,saude,5,14800,7.49,28800,0.51,A,0,0,3,1
23,4.0,hipoteca,1,consolidacao_debito,0,1000,6.62,30000,0.03,A,0,0,3,1
23,8.0,hipoteca,1,risco,4,4375,6.62,30000,0.15,A,0,0,2,0
23,2.0,hipoteca,1,consolidacao_debito,0,1400,6.03,30000,0.05,A,0,0,4,0
25,2.0,alugada,0,saude,5,2000,10.38,30000,0.07,B,1,0,2,0
26,9.0,alugada,0,risco,4,2000,11.49,30000,0.07,B,1,0,3,0
25,4.0,alugada,0,saude,5,2000,14.22,30000,0.07,C,2,1,4,0
24,0.0,alugada,0,saude,5,2000,8.07,30000,0.07,A,0,0,4,0
24,1.0,alugada,0,risco,4,2000,16.29,30972,0.06,D,3,0,2,1
24,3.0,alugada,0,pessoal,2,2000,14.65,31200,0.06,C,2,1,2,0
24,8.0,hipoteca,1,consolidacao_debito,0,17000,11.99,30000,0.57,B,1,0,3,1
24,2.0,alugada,0,educacao,1,2000,10.59,32000,0.06,B,1,0,3,1
23,5.0,alugada,0,risco,4,2000,16.49,32000,0.06,D,3,0,3,0
26,5.0,alugada,0,consolidacao_debito,0,2000,11.49,32000,0.06,B,1,0,3,0
22,2.0,alugada,0,educacao,1,2000,12.53,32000,0.06,B,1,0,2,1
24,5.0,alugada,0,educacao,1,2000,10.0,32640,0.06,B,1,0,2,1
23,0.0,hipoteca,1,risco,4,13000,11.024070809144439,30000,0.43,B,1,0,2,0
23,1.0,alugada,0,educacao,1,2000,6.03,33000,0.06,A,0,0,4,0
21,0.0,alugada,0,reformar_casa,3,2000,12.61,33000,0.06,C,2,1,3,1
22,1.0,alugada,0,consolidacao_debito,0,2000,11.024070809144439,33000,0.06,A,0,0,3,0
24,2.0,alugada,0,pessoal,2,2000,11.99,40000,0.05,B,1,0,4,0
24,5.0,alugada,0,saude,5,2000,11.024070809144439,40000,0.05,B,1,0,4,0
21,2.0,alugada,0,educacao,1,2000,14.72,40000,0.05,C,2,0,3,0
22,3.0,alugada,0,risco,4,2000,11.024070809144439,50400,0.04,B,1,0,4,0
25,3.0,alugada,0,educacao,1,2000,9.88,50450,0.04,B,1,0,3,0
24,3.0,alugada,0,reformar_casa,3,2000,10.36,53000,0.04,B,1,0,2,0
24,1.0,alugada,0,pessoal,2,2000,13.79,53117,0.04,C,2,0,2,0
23,2.0,alugada,0,educacao,1,2000,7.49,55000,0.04,A,0,0,3,0
25,9.0,propria,3,risco,4,7000,11.024070809144439,30000,0.23,D,3,0,3,0
24,5.0,alugada,0,educacao,1,2000,9.32,56496,0.04,A,0,0,3,0
25,8.0,alugada,0,saude,5,2000,11.36,57000,0.04,B,1,0,2,0
26,4.0,alugada,0,saude,5,2000,13.35,57450,0.03,C,2,1,2,0
25,9.0,alugada,0,pessoal,2,2000,6.91,58020,0.03,A,0,0,4,0
22,6.0,alugada,0,educacao,1,2000,9.63,60000,0.03,B,1,0,2,0
22,7.0,alugada,0,saude,5,2000,18.3,54000,0.04,F,5,1,4,1
21,5.0,propria,3,saude,5,9000,5.99,30000,0.3,A,0,0,4,0
26,1.0,alugada,0,saude,5,2000,7.9,61000,0.03,A,0,0,3,0
24,4.0,alugada,0,educacao,1,2000,13.49,62000,0.03,C,2,0,3,0
22,4.0,alugada,0,educacao,1,2000,15.27,62000,0.03,C,2,0,2,0
26,3.0,alugada,0,pessoal,2,2000,12.53,62400,0.03,B,1,0,2,0
24,8.0,alugada,0,saude,5,2000,15.37,57996,0.03,D,3,0,4,1
